plot_id,year,exp_year,date2,subrep,dicot,monocot,cirar,equar
3_55_06,2019,1_subsp,2019-05-22,2,64,8,0,0
3_55_06,2019,1_subsp,2019-05-22,3,56,8,0,0
3_05_02,2020,2_subsp,2020-05-27,1,60,60,0,0
3_05_02,2020,2_subsp,2020-05-27,2,48,28,0,0
3_05_02,2020,2_subsp,2020-05-27,3,64,48,0,0
3_05_03,2020,2_subsp,2020-05-27,1,28,44,0,0
3_05_03,2020,2_subsp,2020-05-27,2,32,64,0,0
3_05_03,2020,2_subsp,2020-05-27,3,36,28,0,0
3_05_04,2020,2_subsp,2020-05-27,1,56,36,0,0
3_05_04,2020,2_subsp,2020-05-27,2,24,32,0,0
3_05_04,2020,2_subsp,2020-05-27,3,44,32,0,0
3_05_05,2020,2_subsp,2020-05-27,1,52,32,0,0
3_05_05,2020,2_subsp,2020-05-27,2,60,8,0,0
3_05_05,2020,2_subsp,2020-05-27,3,68,32,0,0
3_05_06,2020,2_subsp,2020-05-27,1,92,56,0,0
3_05_06,2020,2_subsp,2020-05-27,2,60,76,0,0
3_05_06,2020,2_subsp,2020-05-27,3,56,12,0,0
3_06_02,2020,2_subsp,2020-05-27,1,108,0,0,0
3_06_02,2020,2_subsp,2020-05-27,2,120,0,0,0
3_06_02,2020,2_subsp,2020-05-27,3,80,0,0,0
3_06_03,2020,2_subsp,2020-05-27,1,56,0,0,0
3_06_03,2020,2_subsp,2020-05-27,2,64,0,0,0
3_06_03,2020,2_subsp,2020-05-27,3,68,0,0,0
3_06_04,2020,2_subsp,2020-05-27,1,72,0,0,0
3_06_04,2020,2_subsp,2020-05-27,2,84,0,0,0
3_06_04,2020,2_subsp,2020-05-27,3,60,0,0,0
3_06_05,2020,2_subsp,2020-05-27,1,100,0,0,0
3_06_05,2020,2_subsp,2020-05-27,2,120,0,0,0
3_06_05,2020,2_subsp,2020-05-27,3,100,0,0,0
3_06_06,2020,2_subsp,2020-05-27,1,112,0,0,0
3_06_06,2020,2_subsp,2020-05-27,2,100,0,0,0
3_06_06,2020,2_subsp,2020-05-27,3,100,0,0,0
3_08_02,2020,2_subsp,2020-05-27,1,20,56,0,0
3_08_02,2020,2_subsp,2020-05-27,2,36,20,4,0
3_08_02,2020,2_subsp,2020-05-27,3,16,16,4,0
3_08_03,2020,2_subsp,2020-05-27,1,12,32,0,0
3_08_03,2020,2_subsp,2020-05-27,2,24,16,0,0
3_08_03,2020,2_subsp,2020-05-27,3,32,16,0,0
3_08_04,2020,2_subsp,2020-05-27,1,16,28,16,0
3_08_04,2020,2_subsp,2020-05-27,2,16,24,12,0
3_08_04,2020,2_subsp,2020-05-27,3,16,44,0,0
3_08_05,2020,2_subsp,2020-05-27,1,12,4,0,0
3_08_05,2020,2_subsp,2020-05-27,2,48,8,0,0
3_08_05,2020,2_subsp,2020-05-27,3,52,8,4,0
3_08_06,2020,2_subsp,2020-05-27,1,24,20,0,0
3_08_06,2020,2_subsp,2020-05-27,2,8,96,0,0
3_08_06,2020,2_subsp,2020-05-27,3,8,40,0,0
3_14_02,2020,2_subsp,2020-05-27,1,20,12,24,0
3_14_02,2020,2_subsp,2020-05-27,2,40,48,0,0
3_14_02,2020,2_subsp,2020-05-27,3,52,24,0,0
3_14_03,2020,2_subsp,2020-05-27,1,32,24,0,0
3_14_03,2020,2_subsp,2020-05-27,2,36,32,0,0
3_14_03,2020,2_subsp,2020-05-27,3,16,56,0,0
3_14_04,2020,2_subsp,2020-05-27,1,28,36,0,0
3_14_04,2020,2_subsp,2020-05-27,2,28,24,0,0
3_14_04,2020,2_subsp,2020-05-27,3,44,40,0,0
3_14_05,2020,2_subsp,2020-05-27,1,32,36,12,0
3_14_05,2020,2_subsp,2020-05-27,2,60,20,8,0
3_14_05,2020,2_subsp,2020-05-27,3,24,16,0,0
3_14_06,2020,2_subsp,2020-05-27,1,88,32,0,0
3_14_06,2020,2_subsp,2020-05-27,2,116,32,0,0
3_14_06,2020,2_subsp,2020-05-27,3,88,12,0,0
3_15_02,2020,2_subsp,2020-05-27,1,20,4,40,0
3_15_02,2020,2_subsp,2020-05-27,2,52,8,40,0
3_15_02,2020,2_subsp,2020-05-27,3,40,44,16,0
3_15_03,2020,2_subsp,2020-05-27,1,0,28,0,0
3_15_03,2020,2_subsp,2020-05-27,2,8,16,0,0
3_15_03,2020,2_subsp,2020-05-27,3,16,28,8,0
3_15_04,2020,2_subsp,2020-05-27,1,8,0,12,0
3_15_04,2020,2_subsp,2020-05-27,2,40,0,0,0
3_15_04,2020,2_subsp,2020-05-27,3,8,12,0,0
3_15_05,2020,2_subsp,2020-05-27,1,8,16,0,0
3_15_05,2020,2_subsp,2020-05-27,2,8,4,12,0
3_15_05,2020,2_subsp,2020-05-27,3,24,16,8,0
3_15_06,2020,2_subsp,2020-05-27,1,8,16,0,0
3_15_06,2020,2_subsp,2020-05-27,2,8,4,0,0
3_15_06,2020,2_subsp,2020-05-27,3,40,20,0,0
3_16_02,2020,2_subsp,2020-05-27,1,96,0,0,0
3_16_02,2020,2_subsp,2020-05-27,2,168,0,0,0
3_16_02,2020,2_subsp,2020-05-27,3,156,0,0,0
3_16_03,2020,2_subsp,2020-05-27,1,76,0,0,0
3_16_03,2020,2_subsp,2020-05-27,2,104,0,0,0
3_16_03,2020,2_subsp,2020-05-27,3,104,0,0,0
3_16_04,2020,2_subsp,2020-05-27,1,84,0,0,0
3_16_04,2020,2_subsp,2020-05-27,2,64,0,0,0
3_16_04,2020,2_subsp,2020-05-27,3,60,0,0,0
3_16_05,2020,2_subsp,2020-05-27,1,88,0,0,0
3_16_05,2020,2_subsp,2020-05-27,2,84,0,0,0
3_16_05,2020,2_subsp,2020-05-27,3,52,0,0,0
3_16_06,2020,2_subsp,2020-05-27,1,76,0,0,0
3_16_06,2020,2_subsp,2020-05-27,2,84,0,0,0
3_16_06,2020,2_subsp,2020-05-27,3,100,8,0,0
3_18_01,2020,2_subsp,2020-05-27,1,68,12,0,0
3_18_01,2020,2_subsp,2020-05-27,2,100,4,0,0
3_18_01,2020,2_subsp,2020-05-27,3,92,0,0,0
3_18_02,2020,2_subsp,2020-05-27,1,140,4,0,0
3_18_02,2020,2_subsp,2020-05-27,2,168,4,0,0
3_18_02,2020,2_subsp,2020-05-27,3,108,16,0,0
3_18_03,2020,2_subsp,2020-05-27,1,132,0,0,0
3_18_03,2020,2_subsp,2020-05-27,2,100,20,0,0
3_18_03,2020,2_subsp,2020-05-27,3,72,28,0,0
3_18_05,2020,2_subsp,2020-05-27,1,36,20,0,0
3_18_05,2020,2_subsp,2020-05-27,2,56,0,0,0
3_18_05,2020,2_subsp,2020-05-27,3,56,4,0,0
3_18_06,2020,2_subsp,2020-05-27,1,100,0,0,0
3_18_06,2020,2_subsp,2020-05-27,2,88,0,0,0
3_18_06,2020,2_subsp,2020-05-27,3,132,4,0,0
3_19_01,2020,2_subsp,2020-05-27,1,96,20,0,0
3_19_01,2020,2_subsp,2020-05-27,2,60,8,0,0
3_19_01,2020,2_subsp,2020-05-27,3,88,60,0,0
3_19_02,2020,2_subsp,2020-05-27,1,108,12,40,0
3_19_02,2020,2_subsp,2020-05-27,2,64,4,36,0
3_19_02,2020,2_subsp,2020-05-27,3,68,8,16,0
3_19_03,2020,2_subsp,2020-05-27,1,24,36,0,0
3_19_03,2020,2_subsp,2020-05-27,2,44,32,0,0
3_19_03,2020,2_subsp,2020-05-27,3,100,48,0,0
3_19_05,2020,2_subsp,2020-05-27,1,68,48,0,0
3_19_05,2020,2_subsp,2020-05-27,2,36,84,4,0
3_19_05,2020,2_subsp,2020-05-27,3,76,56,0,0
3_19_06,2020,2_subsp,2020-05-27,1,92,16,24,0
3_19_06,2020,2_subsp,2020-05-27,2,84,20,0,0
3_19_06,2020,2_subsp,2020-05-27,3,100,12,0,0
3_20_01,2020,2_subsp,2020-05-27,1,56,40,0,0
3_20_01,2020,2_subsp,2020-05-27,2,8,12,0,0
3_20_01,2020,2_subsp,2020-05-27,3,68,24,0,0
3_20_02,2020,2_subsp,2020-05-27,1,140,16,0,0
3_20_02,2020,2_subsp,2020-05-27,2,68,8,36,0
3_20_02,2020,2_subsp,2020-05-27,3,36,12,16,0
3_20_03,2020,2_subsp,2020-05-27,1,36,4,24,0
3_20_03,2020,2_subsp,2020-05-27,2,16,24,0,0
3_20_03,2020,2_subsp,2020-05-27,3,128,4,0,0
3_20_05,2020,2_subsp,2020-05-27,1,8,0,12,0
3_20_05,2020,2_subsp,2020-05-27,2,44,0,4,0
3_20_05,2020,2_subsp,2020-05-27,3,8,12,0,0
3_20_06,2020,2_subsp,2020-05-27,1,60,0,0,0
3_20_06,2020,2_subsp,2020-05-27,2,52,24,0,0
3_20_06,2020,2_subsp,2020-05-27,3,64,0,0,0
3_26_01,2020,2_subsp,2020-05-27,1,44,48,0,0
3_26_01,2020,2_subsp,2020-05-27,2,68,20,0,0
3_26_01,2020,2_subsp,2020-05-27,3,52,16,0,0
3_26_02,2020,2_subsp,2020-05-27,1,80,20,24,0
3_26_02,2020,2_subsp,2020-05-27,2,32,0,20,0
3_26_02,2020,2_subsp,2020-05-27,3,32,0,28,0
3_26_03,2020,2_subsp,2020-05-27,1,36,28,0,0
3_26_03,2020,2_subsp,2020-05-27,2,60,20,0,0
3_26_03,2020,2_subsp,2020-05-27,3,60,16,0,0
3_26_05,2020,2_subsp,2020-05-27,1,24,40,0,0
3_26_05,2020,2_subsp,2020-05-27,2,36,8,4,0
3_26_05,2020,2_subsp,2020-05-27,3,64,16,0,0
3_26_06,2020,2_subsp,2020-05-27,1,44,8,8,0
3_26_06,2020,2_subsp,2020-05-27,2,52,24,0,0
3_26_06,2020,2_subsp,2020-05-27,3,64,16,0,0
3_27_01,2020,2_subsp,2020-05-27,1,68,32,0,0
3_27_01,2020,2_subsp,2020-05-27,2,44,16,0,0
3_27_01,2020,2_subsp,2020-05-27,3,48,36,0,0
3_27_02,2020,2_subsp,2020-05-27,1,108,20,0,0
3_27_02,2020,2_subsp,2020-05-27,2,44,44,0,0
3_27_02,2020,2_subsp,2020-05-27,3,20,28,8,0
3_27_03,2020,2_subsp,2020-05-27,1,72,12,0,0
3_27_03,2020,2_subsp,2020-05-27,2,92,16,0,0
3_27_03,2020,2_subsp,2020-05-27,3,88,12,0,0
3_27_05,2020,2_subsp,2020-05-27,1,44,64,0,0
3_27_05,2020,2_subsp,2020-05-27,2,44,68,4,0
3_27_05,2020,2_subsp,2020-05-27,3,48,32,0,0
3_27_06,2020,2_subsp,2020-05-27,1,92,44,0,0
3_27_06,2020,2_subsp,2020-05-27,2,68,24,0,0
3_27_06,2020,2_subsp,2020-05-27,3,64,36,0,0
3_28_01,2020,2_subsp,2020-05-27,1,120,0,0,0
3_28_01,2020,2_subsp,2020-05-27,2,160,4,0,0
3_28_01,2020,2_subsp,2020-05-27,3,180,0,0,0
3_28_02,2020,2_subsp,2020-05-27,1,140,0,0,0
3_28_02,2020,2_subsp,2020-05-27,2,160,0,0,0
3_28_02,2020,2_subsp,2020-05-27,3,120,0,0,0
3_28_03,2020,2_subsp,2020-05-27,1,100,4,0,0
3_28_03,2020,2_subsp,2020-05-27,2,100,0,0,0
3_28_03,2020,2_subsp,2020-05-27,3,80,0,0,0
3_28_05,2020,2_subsp,2020-05-27,1,140,0,0,0
3_28_05,2020,2_subsp,2020-05-27,2,180,0,0,0
3_28_05,2020,2_subsp,2020-05-27,3,180,0,0,0
3_28_06,2020,2_subsp,2020-05-27,1,200,0,0,0
3_28_06,2020,2_subsp,2020-05-27,2,140,0,0,0
3_28_06,2020,2_subsp,2020-05-27,3,180,0,0,0
3_41_01,2020,2_subsp,2020-05-27,1,64,20,0,0
3_41_01,2020,2_subsp,2020-05-27,2,60,0,0,0
3_41_01,2020,2_subsp,2020-05-27,3,68,12,0,0
3_41_02,2020,2_subsp,2020-05-27,1,48,40,0,0
3_41_02,2020,2_subsp,2020-05-27,2,88,36,0,0
3_41_02,2020,2_subsp,2020-05-27,3,128,0,0,0
3_41_03,2020,2_subsp,2020-05-27,1,80,32,0,0
3_41_03,2020,2_subsp,2020-05-27,2,132,12,0,0
3_41_03,2020,2_subsp,2020-05-27,3,124,20,0,0
3_41_04,2020,2_subsp,2020-05-27,1,144,16,0,0
3_41_04,2020,2_subsp,2020-05-27,2,136,0,0,0
3_41_04,2020,2_subsp,2020-05-27,3,144,8,0,0
3_41_05,2020,2_subsp,2020-05-27,1,92,0,0,0
3_41_05,2020,2_subsp,2020-05-27,2,56,28,0,0
3_41_05,2020,2_subsp,2020-05-27,3,64,12,0,0
3_43_01,2020,2_subsp,2020-05-27,1,108,20,0,0
3_43_01,2020,2_subsp,2020-05-27,2,28,24,0,0
3_43_01,2020,2_subsp,2020-05-27,3,52,20,0,0
3_43_02,2020,2_subsp,2020-05-27,1,64,0,12,0
3_43_02,2020,2_subsp,2020-05-27,2,108,4,0,0
3_43_02,2020,2_subsp,2020-05-27,3,56,24,0,0
3_43_03,2020,2_subsp,2020-05-27,1,4,48,0,0
3_43_03,2020,2_subsp,2020-05-27,2,36,24,0,0
3_43_03,2020,2_subsp,2020-05-27,3,0,16,0,0
3_43_04,2020,2_subsp,2020-05-27,1,4,52,0,0
3_43_04,2020,2_subsp,2020-05-27,2,48,20,0,0
3_43_04,2020,2_subsp,2020-05-27,3,12,44,0,0
3_43_05,2020,2_subsp,2020-05-27,1,44,20,0,0
3_43_05,2020,2_subsp,2020-05-27,2,24,16,0,0
3_43_05,2020,2_subsp,2020-05-27,3,48,28,0,0
3_44_01,2020,2_subsp,2020-05-27,1,28,36,0,0
3_44_01,2020,2_subsp,2020-05-27,2,36,12,0,0
3_44_01,2020,2_subsp,2020-05-27,3,28,20,0,0
3_44_02,2020,2_subsp,2020-05-27,1,12,20,12,0
3_44_02,2020,2_subsp,2020-05-27,2,32,8,12,0
3_44_02,2020,2_subsp,2020-05-27,3,4,4,16,0
3_44_03,2020,2_subsp,2020-05-27,1,32,28,0,0
3_44_03,2020,2_subsp,2020-05-27,2,28,4,0,0
3_44_03,2020,2_subsp,2020-05-27,3,8,16,0,0
3_44_04,2020,2_subsp,2020-05-27,1,4,16,0,0
3_44_04,2020,2_subsp,2020-05-27,2,28,32,0,0
3_44_04,2020,2_subsp,2020-05-27,3,36,36,0,0
3_44_05,2020,2_subsp,2020-05-27,1,44,32,0,0
3_44_05,2020,2_subsp,2020-05-27,2,12,48,0,0
3_44_05,2020,2_subsp,2020-05-27,3,36,20,0,0
3_46_02,2020,2_subsp,2020-05-27,1,16,20,88,0
3_46_02,2020,2_subsp,2020-05-27,2,12,4,20,0
3_46_02,2020,2_subsp,2020-05-27,3,32,16,0,0
3_46_03,2020,2_subsp,2020-05-27,1,16,12,0,0
3_46_03,2020,2_subsp,2020-05-27,2,8,32,0,0
3_46_03,2020,2_subsp,2020-05-27,3,4,16,0,0
3_46_04,2020,2_subsp,2020-05-27,1,4,16,4,0
3_46_04,2020,2_subsp,2020-05-27,2,8,28,0,0
3_46_04,2020,2_subsp,2020-05-27,3,32,28,0,0
3_46_05,2020,2_subsp,2020-05-27,1,48,8,0,0
3_46_05,2020,2_subsp,2020-05-27,2,20,40,8,0
3_46_05,2020,2_subsp,2020-05-27,3,8,36,16,0
3_46_06,2020,2_subsp,2020-05-27,1,24,12,0,0
3_46_06,2020,2_subsp,2020-05-27,2,40,28,0,0
3_46_06,2020,2_subsp,2020-05-27,3,8,8,0,0
3_47_02,2020,2_subsp,2020-05-27,1,24,16,28,0
3_47_02,2020,2_subsp,2020-05-27,2,20,8,12,0
3_47_02,2020,2_subsp,2020-05-27,3,12,16,0,0
3_47_03,2020,2_subsp,2020-05-27,1,20,32,0,0
3_47_03,2020,2_subsp,2020-05-27,2,12,20,0,0
3_47_03,2020,2_subsp,2020-05-27,3,16,16,0,0
3_47_04,2020,2_subsp,2020-05-27,1,24,24,0,0
3_47_04,2020,2_subsp,2020-05-27,2,16,36,0,0
3_47_04,2020,2_subsp,2020-05-27,3,8,52,0,0
3_47_05,2020,2_subsp,2020-05-27,1,24,16,0,0
3_47_05,2020,2_subsp,2020-05-27,2,12,20,0,0
3_47_05,2020,2_subsp,2020-05-27,3,28,36,0,0
3_47_06,2020,2_subsp,2020-05-27,1,56,16,20,0
3_47_06,2020,2_subsp,2020-05-27,2,20,44,0,0
3_47_06,2020,2_subsp,2020-05-27,3,16,4,0,0
3_48_02,2020,2_subsp,2020-05-27,1,140,0,0,0
3_48_02,2020,2_subsp,2020-05-27,2,100,0,0,0
3_48_02,2020,2_subsp,2020-05-27,3,120,0,0,0
3_48_03,2020,2_subsp,2020-05-27,1,64,0,0,0
3_48_03,2020,2_subsp,2020-05-27,2,88,0,0,0
3_48_03,2020,2_subsp,2020-05-27,3,76,0,0,0
3_48_04,2020,2_subsp,2020-05-27,1,128,0,0,0
3_48_04,2020,2_subsp,2020-05-27,2,100,0,0,0
3_48_04,2020,2_subsp,2020-05-27,3,120,0,0,0
3_48_05,2020,2_subsp,2020-05-27,1,100,0,0,0
3_48_05,2020,2_subsp,2020-05-27,2,120,0,0,0
3_48_05,2020,2_subsp,2020-05-27,3,80,0,0,0
3_48_06,2020,2_subsp,2020-05-27,1,72,0,0,0
3_48_06,2020,2_subsp,2020-05-27,2,100,0,0,0
3_48_06,2020,2_subsp,2020-05-27,3,120,0,0,0
3_49_01,2020,2_subsp,2020-05-27,1,28,20,0,0
3_49_01,2020,2_subsp,2020-05-27,2,56,32,0,0
3_49_01,2020,2_subsp,2020-05-27,3,20,28,0,0
3_49_02,2020,2_subsp,2020-05-27,1,12,28,24,0
3_49_02,2020,2_subsp,2020-05-27,2,8,12,0,0
3_49_02,2020,2_subsp,2020-05-27,3,52,12,16,0
3_49_03,2020,2_subsp,2020-05-27,1,12,4,8,0
3_49_03,2020,2_subsp,2020-05-27,2,16,0,24,0
3_49_03,2020,2_subsp,2020-05-27,3,44,12,16,0
3_49_05,2020,2_subsp,2020-05-27,1,56,20,4,0
3_49_05,2020,2_subsp,2020-05-27,2,12,20,0,0
3_49_05,2020,2_subsp,2020-05-27,3,20,56,0,0
3_49_06,2020,2_subsp,2020-05-27,1,8,4,0,0
3_49_06,2020,2_subsp,2020-05-27,2,4,28,0,0
3_49_06,2020,2_subsp,2020-05-27,3,28,16,0,0
3_51_01,2020,2_subsp,2020-05-27,1,200,0,0,0
3_51_01,2020,2_subsp,2020-05-27,2,200,0,0,0
3_51_01,2020,2_subsp,2020-05-27,3,200,0,0,0
3_51_02,2020,2_subsp,2020-05-27,1,160,0,0,0
3_51_02,2020,2_subsp,2020-05-27,2,120,0,0,0
3_51_02,2020,2_subsp,2020-05-27,3,120,8,0,0
3_51_03,2020,2_subsp,2020-05-27,1,160,0,0,0
3_51_03,2020,2_subsp,2020-05-27,2,160,0,0,0
3_51_03,2020,2_subsp,2020-05-27,3,200,0,0,0
3_51_05,2020,2_subsp,2020-05-27,1,200,0,0,0
3_51_05,2020,2_subsp,2020-05-27,2,160,12,0,0
3_51_05,2020,2_subsp,2020-05-27,3,160,0,0,0
3_51_06,2020,2_subsp,2020-05-27,1,100,0,0,0
3_51_06,2020,2_subsp,2020-05-27,2,200,0,0,0
3_51_06,2020,2_subsp,2020-05-27,3,200,0,0,0
3_52_01,2020,2_subsp,2020-05-27,1,24,32,0,0
3_52_01,2020,2_subsp,2020-05-27,2,12,16,0,0
3_52_01,2020,2_subsp,2020-05-27,3,24,24,0,0
3_52_02,2020,2_subsp,2020-05-27,1,8,20,0,0
3_52_02,2020,2_subsp,2020-05-27,2,8,20,0,0
3_52_02,2020,2_subsp,2020-05-27,3,16,8,0,0
3_52_03,2020,2_subsp,2020-05-27,1,20,24,0,0
3_52_03,2020,2_subsp,2020-05-27,2,20,40,0,0
3_52_03,2020,2_subsp,2020-05-27,3,8,36,0,0
3_52_05,2020,2_subsp,2020-05-27,1,16,32,0,0
3_52_05,2020,2_subsp,2020-05-27,2,8,20,4,0
3_52_05,2020,2_subsp,2020-05-27,3,12,28,0,0
3_52_06,2020,2_subsp,2020-05-27,1,8,24,0,0
3_52_06,2020,2_subsp,2020-05-27,2,28,40,0,0
3_52_06,2020,2_subsp,2020-05-27,3,16,8,0,0
3_53_01,2020,2_subsp,2020-05-27,1,16,8,4,0
3_53_01,2020,2_subsp,2020-05-27,2,24,20,0,0
3_53_01,2020,2_subsp,2020-05-27,3,20,20,0,0
3_53_02,2020,2_subsp,2020-05-27,1,48,12,36,0
3_53_02,2020,2_subsp,2020-05-27,2,116,8,4,0
3_53_02,2020,2_subsp,2020-05-27,3,120,8,24,0
3_53_04,2020,2_subsp,2020-05-27,1,12,24,0,0
3_53_04,2020,2_subsp,2020-05-27,2,20,4,0,0
3_53_04,2020,2_subsp,2020-05-27,3,40,12,0,0
3_53_05,2020,2_subsp,2020-05-27,1,28,24,8,0
3_53_05,2020,2_subsp,2020-05-27,2,32,8,24,0
3_53_05,2020,2_subsp,2020-05-27,3,8,16,16,0
3_53_06,2020,2_subsp,2020-05-27,1,8,32,0,0
3_53_06,2020,2_subsp,2020-05-27,2,24,0,0,0
3_53_06,2020,2_subsp,2020-05-27,3,16,0,0,0
3_54_01,2020,2_subsp,2020-05-27,1,112,0,0,0
3_54_01,2020,2_subsp,2020-05-27,2,128,0,0,0
3_54_01,2020,2_subsp,2020-05-27,3,112,0,0,0
3_54_02,2020,2_subsp,2020-05-27,1,64,0,0,0
3_54_02,2020,2_subsp,2020-05-27,2,64,56,0,0
3_54_02,2020,2_subsp,2020-05-27,3,128,0,0,0
3_54_04,2020,2_subsp,2020-05-27,1,96,0,0,0
3_54_04,2020,2_subsp,2020-05-27,2,92,8,0,0
3_54_04,2020,2_subsp,2020-05-27,3,104,8,0,0
3_54_05,2020,2_subsp,2020-05-27,1,112,0,0,0
3_54_05,2020,2_subsp,2020-05-27,2,116,0,0,0
3_54_05,2020,2_subsp,2020-05-27,3,72,0,0,0
3_54_06,2020,2_subsp,2020-05-27,1,80,0,0,0
3_54_06,2020,2_subsp,2020-05-27,2,112,0,0,0
3_54_06,2020,2_subsp,2020-05-27,3,116,0,0,0
3_55_01,2020,2_subsp,2020-05-27,1,0,60,0,0
3_55_01,2020,2_subsp,2020-05-27,2,8,84,0,0
3_55_01,2020,2_subsp,2020-05-27,3,16,52,0,0
3_55_02,2020,2_subsp,2020-05-27,1,8,16,20,0
3_55_02,2020,2_subsp,2020-05-27,2,40,8,8,0
3_55_02,2020,2_subsp,2020-05-27,3,52,32,8,0
3_55_04,2020,2_subsp,2020-05-27,1,52,36,0,0
3_55_04,2020,2_subsp,2020-05-27,2,20,60,0,0
3_55_04,2020,2_subsp,2020-05-27,3,36,48,0,0
3_55_05,2020,2_subsp,2020-05-27,1,20,72,0,0
3_55_05,2020,2_subsp,2020-05-27,2,8,16,0,0
3_55_05,2020,2_subsp,2020-05-27,3,44,64,0,0
3_55_06,2020,2_subsp,2020-05-27,1,8,80,0,0
3_55_06,2020,2_subsp,2020-05-27,2,8,72,0,0
3_55_06,2020,2_subsp,2020-05-27,3,12,8,0,0
