DateTime;Middeltemperatur;Maksimumtemperatur;Minimumtemperatur
01-01-2024 00:00;5.6;5.9;5.4
01-01-2024 01:00;5.3;5.6;5.1
01-01-2024 02:00;5.1;5.3;4.9
01-01-2024 03:00;5.1;5.4;4.8
01-01-2024 04:00;5.3;5.5;5.1
01-01-2024 05:00;5.3;5.5;5.1
01-01-2024 06:00;5.4;5.6;5.2
01-01-2024 07:00;5.2;5.4;5
01-01-2024 08:00;5.2;5.4;5
01-01-2024 09:00;5.2;5.4;4.9
01-01-2024 10:00;5.6;5.8;5.2
01-01-2024 11:00;5.7;5.9;5.5
01-01-2024 12:00;5.8;6;5.6
01-01-2024 13:00;5.8;6;5.7
01-01-2024 14:00;5.8;5.9;5.5
01-01-2024 15:00;5.5;5.7;5.3
01-01-2024 16:00;5.2;5.4;4.9
01-01-2024 17:00;4.9;5.1;4.8
01-01-2024 18:00;5.2;5.4;4.8
01-01-2024 19:00;5.3;5.5;5.1
01-01-2024 20:00;5.4;5.6;5.2
01-01-2024 21:00;5.5;5.7;5.3
01-01-2024 22:00;5.4;5.6;5.2
01-01-2024 23:00;5.3;5.5;5.1
02-01-2024 00:00;5.2;5.5;5
02-01-2024 01:00;5.1;5.3;4.9
02-01-2024 02:00;5.1;5.3;4.9
02-01-2024 03:00;4.9;5.2;4.6
02-01-2024 04:00;4.7;4.9;4.4
02-01-2024 05:00;4.6;4.9;4.4
02-01-2024 06:00;4.8;5;4.6
02-01-2024 07:00;4.7;4.9;4.4
02-01-2024 08:00;4.5;4.6;4.3
02-01-2024 09:00;4.5;4.7;4.3
02-01-2024 10:00;4.6;4.8;4.4
02-01-2024 11:00;4.9;5.2;4.6
02-01-2024 12:00;5.6;6.1;5
02-01-2024 13:00;5.7;5.9;5.4
02-01-2024 14:00;5.3;5.6;4.9
02-01-2024 15:00;4.7;5.1;4.4
02-01-2024 16:00;4.4;4.7;4
02-01-2024 17:00;3.9;4.3;3.7
02-01-2024 18:00;3.8;4;3.6
02-01-2024 19:00;3.9;4.1;3.7
02-01-2024 20:00;3.8;4.1;3.6
02-01-2024 21:00;3.8;4;3.5
02-01-2024 22:00;3.9;4.1;3.7
02-01-2024 23:00;3.8;4.1;3.5
03-01-2024 00:00;3.3;3.6;2.9
03-01-2024 01:00;2.9;3.2;2.7
03-01-2024 02:00;2.6;2.9;2.3
03-01-2024 03:00;2.4;2.5;2.2
03-01-2024 04:00;2.4;2.6;2.2
03-01-2024 05:00;2.3;2.5;2.1
03-01-2024 06:00;2.3;2.5;2.1
03-01-2024 07:00;2.3;2.5;2
03-01-2024 08:00;2.2;2.4;2
03-01-2024 09:00;2.2;2.4;2
03-01-2024 10:00;2.4;2.6;2.1
03-01-2024 11:00;2.5;2.7;2.3
03-01-2024 12:00;2.4;2.7;2.2
03-01-2024 13:00;2.2;2.4;2
03-01-2024 14:00;2.2;2.4;2.1
03-01-2024 15:00;2.2;2.4;2
03-01-2024 16:00;2.2;2.4;1.9
03-01-2024 17:00;1.8;2.1;1.6
03-01-2024 18:00;1.7;1.8;1.5
03-01-2024 19:00;1.4;1.6;1
03-01-2024 20:00;0.8;1.3;0.5
03-01-2024 21:00;0.6;0.8;0.4
03-01-2024 22:00;0.4;0.6;0.2
03-01-2024 23:00;0.2;0.4;0
04-01-2024 00:00;0;0.2;-0.3
04-01-2024 01:00;-0.2;-0.1;-0.4
04-01-2024 02:00;-0.4;-0.1;-0.7
04-01-2024 03:00;-0.7;-0.5;-1
04-01-2024 04:00;-1.4;-0.7;-1.7
04-01-2024 05:00;-2.1;-1.6;-2.5
04-01-2024 06:00;-2.8;-2.4;-3.1
04-01-2024 07:00;-3.2;-3;-3.5
04-01-2024 08:00;-3.4;-3.3;-3.6
04-01-2024 09:00;-3.5;-3.3;-3.7
04-01-2024 10:00;-3.6;-3.4;-3.8
04-01-2024 11:00;-3.5;-3.3;-3.7
04-01-2024 12:00;-3.4;-3.2;-3.6
04-01-2024 13:00;-3.3;-3.1;-3.6
04-01-2024 14:00;-3.4;-3.2;-3.8
04-01-2024 15:00;-4;-3.6;-4.2
04-01-2024 16:00;-4.7;-4;-5.2
04-01-2024 17:00;-5.2;-4.8;-5.8
04-01-2024 18:00;-5.6;-5.5;-5.9
04-01-2024 19:00;-5.4;-5.1;-5.8
04-01-2024 20:00;-5.5;-5.2;-5.8
04-01-2024 21:00;-6;-5.6;-6.5
04-01-2024 22:00;-7;-6.3;-7.5
04-01-2024 23:00;-7.8;-7.5;-8.6
05-01-2024 00:00;-8.2;-7.8;-8.6
05-01-2024 01:00;-8.5;-8.3;-8.8
05-01-2024 02:00;-8.6;-8.3;-8.8
05-01-2024 03:00;-8.8;-8.6;-9
05-01-2024 04:00;-8.6;-8.4;-8.8
05-01-2024 05:00;-8.1;-7.6;-8.5
05-01-2024 06:00;-7.6;-7.3;-7.8
05-01-2024 07:00;-7.7;-7.3;-8
05-01-2024 08:00;-7.9;-7.7;-8
05-01-2024 09:00;-7.4;-6.8;-7.8
05-01-2024 10:00;-6.5;-6;-7
05-01-2024 11:00;-6.2;-5.8;-6.5
05-01-2024 12:00;-5.3;-4.9;-6
05-01-2024 13:00;-5.4;-5.2;-5.5
05-01-2024 14:00;-5.4;-5.2;-5.6
05-01-2024 15:00;-5.6;-5.3;-5.9
05-01-2024 16:00;-5.6;-5.4;-5.9
05-01-2024 17:00;-5.2;-4.9;-5.6
05-01-2024 18:00;-5.8;-5.3;-6.3
05-01-2024 19:00;-5.9;-5.7;-6.3
05-01-2024 20:00;-6.4;-6.1;-6.6
05-01-2024 21:00;-6;-5.1;-6.3
05-01-2024 22:00;-4.2;-3.7;-5.1
05-01-2024 23:00;-4.1;-3.5;-4.3
06-01-2024 00:00;-4.2;-3.8;-4.4
06-01-2024 01:00;-3.8;-3.6;-4
06-01-2024 02:00;-3.6;-3.4;-3.8
06-01-2024 03:00;-3.8;-3.6;-4
06-01-2024 04:00;-3.6;-3.4;-3.9
06-01-2024 05:00;-3.5;-3.3;-3.7
06-01-2024 06:00;-3.5;-3.3;-3.7
06-01-2024 07:00;-3.7;-3.4;-4.1
06-01-2024 08:00;-4.3;-3.9;-4.8
06-01-2024 09:00;-4.8;-4.6;-5
06-01-2024 10:00;-5;-4.7;-5.2
06-01-2024 11:00;-5;-4.7;-5.3
06-01-2024 12:00;-4.8;-4.6;-5
06-01-2024 13:00;-4.7;-4.5;-5.1
06-01-2024 14:00;-5;-4.6;-5.5
06-01-2024 15:00;-5.4;-5.3;-5.6
06-01-2024 16:00;-5.4;-5.3;-5.6
06-01-2024 17:00;-5.7;-5.4;-6
06-01-2024 18:00;-6;-5.8;-6.3
06-01-2024 19:00;-6.1;-6;-6.3
06-01-2024 20:00;-6.5;-6;-6.8
06-01-2024 21:00;-6.9;-6.6;-7.2
06-01-2024 22:00;-7;-6.9;-7.2
06-01-2024 23:00;-7;-6.9;-7.2
07-01-2024 00:00;-7.1;-6.8;-7.5
07-01-2024 01:00;-7.7;-7.3;-8.2
07-01-2024 02:00;-7.9;-7.7;-8.2
07-01-2024 03:00;-8.1;-7.7;-8.6
07-01-2024 04:00;-8.1;-7.6;-8.5
07-01-2024 05:00;-8.4;-7.7;-9.1
07-01-2024 06:00;-9.2;-9;-9.5
07-01-2024 07:00;-9.2;-9;-9.5
07-01-2024 08:00;-9.1;-8.8;-9.4
07-01-2024 09:00;-8.8;-8.2;-9.2
07-01-2024 10:00;-7.7;-7.1;-8.4
07-01-2024 11:00;-6.7;-6.1;-7.2
07-01-2024 12:00;-5.8;-5.3;-6.2
07-01-2024 13:00;-5.2;-4.9;-5.5
07-01-2024 14:00;-4.9;-4.7;-5.1
07-01-2024 15:00;-4.8;-4.6;-5
07-01-2024 16:00;-5;-4.7;-5.3
07-01-2024 17:00;-5.5;-5.2;-5.7
07-01-2024 18:00;-5.2;-4.8;-5.6
07-01-2024 19:00;-5.7;-5;-6.4
07-01-2024 20:00;-6.4;-6.2;-6.6
07-01-2024 21:00;-6.6;-6.4;-6.8
07-01-2024 22:00;-6.6;-6.4;-6.8
07-01-2024 23:00;-6.7;-6.5;-7
08-01-2024 00:00;-6.4;-5.9;-6.8
08-01-2024 01:00;-5.6;-5.1;-5.9
08-01-2024 02:00;-5.1;-4.9;-5.3
08-01-2024 03:00;-5.6;-5.2;-6
08-01-2024 04:00;-5.8;-5.5;-6
08-01-2024 05:00;-5.7;-5.5;-5.9
08-01-2024 06:00;-5.9;-5.7;-6.2
08-01-2024 07:00;-6.3;-6;-6.6
08-01-2024 08:00;-6.4;-6.2;-6.6
08-01-2024 09:00;-5.9;-5.4;-6.4
08-01-2024 10:00;-5.2;-5;-5.5
08-01-2024 11:00;-4.7;-4.2;-5.2
08-01-2024 12:00;-3.9;-3.5;-4.4
08-01-2024 13:00;-3.3;-3.1;-3.6
08-01-2024 14:00;-3.7;-3.4;-4
08-01-2024 15:00;-4.4;-3.8;-5
08-01-2024 16:00;-5.5;-4.8;-5.9
08-01-2024 17:00;-6.1;-5.7;-6.5
08-01-2024 18:00;-6.9;-6;-8.8
08-01-2024 19:00;-8.4;-7.5;-9.2
08-01-2024 20:00;-9.3;-8.5;-9.7
08-01-2024 21:00;-9.4;-8.8;-10.2
08-01-2024 22:00;-9.7;-9.4;-10.2
08-01-2024 23:00;-9;-7.9;-10.3
09-01-2024 00:00;-8.6;-8;-9.3
09-01-2024 01:00;-6.1;-5.1;-8.3
09-01-2024 02:00;-4.8;-4.5;-5.2
09-01-2024 03:00;-4.4;-4.1;-4.7
09-01-2024 04:00;-4.4;-4;-4.9
09-01-2024 05:00;-5.5;-4.7;-6.7
09-01-2024 06:00;-6.4;-5;-6.9
09-01-2024 07:00;-4.6;-4;-5.2
09-01-2024 08:00;-4;-3.8;-4.3
09-01-2024 09:00;-3.7;-3.4;-4
09-01-2024 10:00;-3.5;-3.2;-3.7
09-01-2024 11:00;-3.2;-2.9;-3.4
09-01-2024 12:00;-3;-2.8;-3.2
09-01-2024 13:00;-2.7;-2.5;-2.9
09-01-2024 14:00;-2.4;-2.1;-2.7
09-01-2024 15:00;-2.6;-2.2;-2.8
09-01-2024 16:00;-2.7;-2.6;-2.9
09-01-2024 17:00;-2.6;-2.4;-2.8
09-01-2024 18:00;-2.4;-2.2;-2.6
09-01-2024 19:00;-2.2;-2;-2.4
09-01-2024 20:00;-1.8;-1.4;-2.1
09-01-2024 21:00;-1.3;-1.2;-1.6
09-01-2024 22:00;-1.1;-0.9;-1.3
09-01-2024 23:00;-0.8;-0.5;-1.1
10-01-2024 00:00;-0.5;-0.3;-0.7
10-01-2024 01:00;-0.4;-0.2;-0.8
10-01-2024 02:00;-0.2;0.1;-0.4
10-01-2024 03:00;0.2;0.4;-0.1
10-01-2024 04:00;0.5;0.7;0.3
10-01-2024 05:00;0.5;0.7;0.4
10-01-2024 06:00;0.5;0.7;0.3
10-01-2024 07:00;0.4;0.5;0.2
10-01-2024 08:00;0.3;0.5;0.1
10-01-2024 09:00;0.2;0.4;0
10-01-2024 10:00;0.3;0.6;0
10-01-2024 11:00;0.5;0.7;0.3
10-01-2024 12:00;0.4;0.6;0.2
10-01-2024 13:00;0.1;0.4;-0.1
10-01-2024 14:00;0.1;0.3;-0.2
10-01-2024 15:00;0.1;0.7;-0.2
10-01-2024 16:00;0.4;0.6;0.2
10-01-2024 17:00;0.4;0.6;0.2
10-01-2024 18:00;0.3;0.5;0.1
10-01-2024 19:00;0.1;0.2;-0.2
10-01-2024 20:00;-0.1;0.1;-0.3
10-01-2024 21:00;-0.1;0.1;-0.2
10-01-2024 22:00;0;0.2;-0.1
10-01-2024 23:00;0.1;0.3;-0.1
11-01-2024 00:00;-0.1;0.2;-0.4
11-01-2024 01:00;-0.2;-0.1;-0.4
11-01-2024 02:00;-0.1;0.2;-0.3
11-01-2024 03:00;0.3;0.5;0.1
11-01-2024 04:00;0.6;0.9;0.4
11-01-2024 05:00;0.9;1.2;0.6
11-01-2024 06:00;1.4;1.6;1.1
11-01-2024 07:00;1.3;1.5;1.2
11-01-2024 08:00;1.2;1.4;1.1
11-01-2024 09:00;0.9;1.2;0.6
11-01-2024 10:00;0.5;0.9;0.1
11-01-2024 11:00;0.1;0.4;-0.1
11-01-2024 12:00;0;0.4;-0.2
11-01-2024 13:00;0.7;1;0.2
11-01-2024 14:00;1.2;1.4;0.9
11-01-2024 15:00;1;1.3;0.7
11-01-2024 16:00;0.5;1.3;0
11-01-2024 17:00;1.4;1.7;1.2
11-01-2024 18:00;1.1;1.6;0.6
11-01-2024 19:00;0.9;1.4;0.6
11-01-2024 20:00;0.4;1;-0.8
11-01-2024 21:00;-1.1;-0.6;-1.8
11-01-2024 22:00;-2.4;-1.5;-3.6
11-01-2024 23:00;-2.9;-2.3;-3.5
12-01-2024 00:00;-3;-2;-4.1
12-01-2024 01:00;-4;-3;-5.5
12-01-2024 02:00;-4.4;-3.6;-4.9
12-01-2024 03:00;-4.2;-4;-4.6
12-01-2024 04:00;-5.4;-4.4;-6
12-01-2024 05:00;-5.8;-5.1;-6.1
12-01-2024 06:00;-5.1;-3.5;-6.3
12-01-2024 07:00;-3.8;-2.9;-4.6
12-01-2024 08:00;-4;-2.9;-5.4
12-01-2024 09:00;-3.7;-2.6;-4.7
12-01-2024 10:00;-0.5;0.5;-2.9
12-01-2024 11:00;0.4;0.5;0.2
12-01-2024 12:00;0.2;0.5;0
12-01-2024 13:00;0.1;0.4;-0.3
12-01-2024 14:00;0;0.1;-0.2
12-01-2024 15:00;-0.2;0.1;-0.4
12-01-2024 16:00;-0.3;-0.1;-0.6
12-01-2024 17:00;-0.5;-0.3;-0.7
12-01-2024 18:00;-0.4;-0.2;-0.6
12-01-2024 19:00;-0.7;-0.4;-1
12-01-2024 20:00;-1;-0.8;-1.1
12-01-2024 21:00;-0.7;-0.5;-0.9
12-01-2024 22:00;-0.5;-0.2;-0.7
12-01-2024 23:00;0.1;0.5;-0.3
13-01-2024 00:00;0.9;1.5;0.4
13-01-2024 01:00;1.6;1.9;1.3
13-01-2024 02:00;1.7;2;1.5
13-01-2024 03:00;1.8;2;1.6
13-01-2024 04:00;1.9;2.1;1.7
13-01-2024 05:00;1.8;2.1;1.6
13-01-2024 06:00;1.9;2.2;1.6
13-01-2024 07:00;1.8;2;1.6
13-01-2024 08:00;1.9;2.1;1.7
13-01-2024 09:00;2.2;2.5;1.9
13-01-2024 10:00;2.6;2.9;2.3
13-01-2024 11:00;3;3.3;2.6
13-01-2024 12:00;3.4;3.9;3.1
13-01-2024 13:00;4.1;4.7;3.6
13-01-2024 14:00;4.3;4.6;4
13-01-2024 15:00;4.1;4.4;3.9
13-01-2024 16:00;4;4.3;3.6
13-01-2024 17:00;3.3;3.9;2.8
13-01-2024 18:00;2.9;3.2;2.7
13-01-2024 19:00;2.7;3;2.5
13-01-2024 20:00;2.7;3;2.4
13-01-2024 21:00;2.4;2.7;2.1
13-01-2024 22:00;2.4;2.8;2
13-01-2024 23:00;2.3;2.5;1.9
14-01-2024 00:00;2.2;2.5;2
14-01-2024 01:00;2.2;2.5;2
14-01-2024 02:00;2.1;2.4;1.8
14-01-2024 03:00;1.7;2;1.4
14-01-2024 04:00;1.5;1.7;1.2
14-01-2024 05:00;1.4;1.7;1.2
14-01-2024 06:00;1.4;1.7;1.2
14-01-2024 07:00;1.5;2.2;1.1
14-01-2024 08:00;2.2;2.4;1.7
14-01-2024 09:00;2.4;2.7;2.2
14-01-2024 10:00;2.8;3.2;2.4
14-01-2024 11:00;3.1;3.4;2.9
14-01-2024 12:00;3.4;3.6;3.1
14-01-2024 13:00;3.4;3.7;3.1
14-01-2024 14:00;3.4;3.7;2.9
14-01-2024 15:00;2.7;3.2;2.4
14-01-2024 16:00;2.4;2.6;2.1
14-01-2024 17:00;2.3;2.5;2
14-01-2024 18:00;2.1;2.4;1.8
14-01-2024 19:00;2.2;2.5;1.9
14-01-2024 20:00;1.9;2.3;1.5
14-01-2024 21:00;1.4;1.7;1
14-01-2024 22:00;1;1.2;0.8
14-01-2024 23:00;1;1.2;0.6
15-01-2024 00:00;1;1.3;0.7
15-01-2024 01:00;0.7;1.2;0.2
15-01-2024 02:00;1;1.2;0.6
15-01-2024 03:00;0.9;1.3;0.3
15-01-2024 04:00;0.8;1.1;0.7
15-01-2024 05:00;0.4;0.8;-0.4
15-01-2024 06:00;0.1;0.3;-0.2
15-01-2024 07:00;-0.7;-0.1;-1.2
15-01-2024 08:00;-1.2;-1.1;-1.4
15-01-2024 09:00;-1.5;-1.2;-1.6
15-01-2024 10:00;-1.6;-1.4;-1.8
15-01-2024 11:00;-1.7;-1.6;-1.9
15-01-2024 12:00;-1.7;-1.6;-1.9
15-01-2024 13:00;-2;-1.8;-2.1
15-01-2024 14:00;-1.8;-1.6;-2.1
15-01-2024 15:00;-1.9;-1.7;-2.1
15-01-2024 16:00;-2;-1.8;-2.3
15-01-2024 17:00;-2.3;-2;-2.5
15-01-2024 18:00;-2.6;-2.4;-3
15-01-2024 19:00;-2.9;-2.7;-3.1
15-01-2024 20:00;-3.4;-3;-4
15-01-2024 21:00;-3.9;-3.4;-4.1
15-01-2024 22:00;-4.5;-3.9;-5.5
15-01-2024 23:00;-5.5;-4.7;-6
16-01-2024 00:00;-6;-5.8;-6.3
16-01-2024 01:00;-6.3;-6;-6.5
16-01-2024 02:00;-5.4;-4.8;-6.3
16-01-2024 03:00;-4.3;-3.8;-4.9
