plot_id,year,date,date2,dm_type,dm_gm2
3_05_02,2019,13-11-19,2019-11-13,grass_cl,61.58
3_05_02,2019,13-11-19,2019-11-13,weeds,35.09
3_05_03,2019,13-11-19,2019-11-13,radish,78.87
3_05_03,2019,13-11-19,2019-11-13,weeds,64.85
3_05_04,2019,13-11-19,2019-11-13,radish,20.13
3_05_04,2019,13-11-19,2019-11-13,weeds,102.43
3_05_05,2019,13-11-19,2019-11-13,grass_cl,21.94
3_05_05,2019,13-11-19,2019-11-13,weeds,92.71
3_05_06,2019,13-11-19,2019-11-13,weeds,81.66
3_06_02,2019,13-11-19,2019-11-13,grass_cl,118.2
3_06_02,2019,13-11-19,2019-11-13,weeds,3.7
3_06_03,2019,13-11-19,2019-11-13,radish,79.65
3_06_03,2019,13-11-19,2019-11-13,weeds,83.9
3_06_04,2019,13-11-19,2019-11-13,radish,8.21
3_06_04,2019,13-11-19,2019-11-13,weeds,39.63
3_06_05,2019,13-11-19,2019-11-13,grass_cl,6.33
3_06_05,2019,13-11-19,2019-11-13,weeds,39.75
3_06_06,2019,13-11-19,2019-11-13,weeds,53.59
3_08_02,2019,13-11-19,2019-11-13,grass_cl,83.3
3_08_02,2019,13-11-19,2019-11-13,weeds,54.09
3_08_03,2019,13-11-19,2019-11-13,radish,170.58
3_08_03,2019,13-11-19,2019-11-13,weeds,91.58
3_08_04,2019,13-11-19,2019-11-13,radish,24.69
3_08_04,2019,13-11-19,2019-11-13,weeds,105.23
3_08_05,2019,13-11-19,2019-11-13,grass_cl,12.24
3_08_05,2019,13-11-19,2019-11-13,weeds,97.18
3_08_06,2019,13-11-19,2019-11-13,weeds,96.28
3_14_02,2019,13-11-19,2019-11-13,grass_cl,80.13
3_14_02,2019,13-11-19,2019-11-13,weeds,34.21
3_14_03,2019,13-11-19,2019-11-13,radish,50.73
3_14_03,2019,13-11-19,2019-11-13,weeds,115.43
3_14_04,2019,13-11-19,2019-11-13,radish,10.7
3_14_04,2019,13-11-19,2019-11-13,weeds,91.11
3_14_05,2019,13-11-19,2019-11-13,grass_cl,18.47
3_14_05,2019,13-11-19,2019-11-13,weeds,92.09
3_14_06,2019,13-11-19,2019-11-13,weeds,68.3
3_15_02,2019,13-11-19,2019-11-13,grass_cl,26.07
3_15_02,2019,13-11-19,2019-11-13,weeds,39.27
3_15_03,2019,13-11-19,2019-11-13,radish,52.75
3_15_03,2019,13-11-19,2019-11-13,weeds,67.76
3_15_04,2019,13-11-19,2019-11-13,radish,21.58
3_15_04,2019,13-11-19,2019-11-13,weeds,65.6
3_15_05,2019,13-11-19,2019-11-13,grass_cl,8.13
3_15_05,2019,13-11-19,2019-11-13,weeds,70.3
3_15_06,2019,13-11-19,2019-11-13,weeds,67.9
3_16_02,2019,13-11-19,2019-11-13,grass_cl,99.41
3_16_02,2019,13-11-19,2019-11-13,weeds,14.16
3_16_03,2019,13-11-19,2019-11-13,radish,41.41
3_16_03,2019,13-11-19,2019-11-13,weeds,51.9
3_16_04,2019,13-11-19,2019-11-13,radish,16.02
3_16_04,2019,13-11-19,2019-11-13,weeds,58.37
3_16_05,2019,13-11-19,2019-11-13,grass_cl,19.11
3_16_05,2019,13-11-19,2019-11-13,weeds,61.14
3_16_06,2019,13-11-19,2019-11-13,weeds,71
3_18_01,2019,13-11-19,2019-11-13,radish,86.78
3_18_01,2019,13-11-19,2019-11-13,weeds,37.23
3_18_02,2019,13-11-19,2019-11-13,grass_cl,77.99
3_18_02,2019,13-11-19,2019-11-13,weeds,4.7
3_18_03,2019,13-11-19,2019-11-13,weeds,49.99
3_18_05,2019,13-11-19,2019-11-13,grass_cl,11.85
3_18_05,2019,13-11-19,2019-11-13,weeds,96.46
3_18_06,2019,13-11-19,2019-11-13,radish,16.01
3_18_06,2019,13-11-19,2019-11-13,weeds,36.81
3_19_01,2019,13-11-19,2019-11-13,radish,171.37
3_19_01,2019,13-11-19,2019-11-13,weeds,25.39
3_19_02,2019,13-11-19,2019-11-13,grass_cl,70
3_19_02,2019,13-11-19,2019-11-13,weeds,54.48
3_19_03,2019,13-11-19,2019-11-13,weeds,89.53
3_19_05,2019,13-11-19,2019-11-13,grass_cl,12.93
3_19_05,2019,13-11-19,2019-11-13,weeds,122.6
3_19_06,2019,13-11-19,2019-11-13,radish,59.06
3_19_06,2019,13-11-19,2019-11-13,weeds,42.26
3_20_01,2019,13-11-19,2019-11-13,radish,156.26
3_20_01,2019,13-11-19,2019-11-13,weeds,24.75
3_20_02,2019,13-11-19,2019-11-13,grass_cl,108.1
3_20_02,2019,13-11-19,2019-11-13,weeds,29.06
3_20_03,2019,13-11-19,2019-11-13,weeds,75.04
3_20_05,2019,13-11-19,2019-11-13,grass_cl,29.16
3_20_05,2019,13-11-19,2019-11-13,weeds,96.87
3_20_06,2019,13-11-19,2019-11-13,radish,62.36
3_20_06,2019,13-11-19,2019-11-13,weeds,83.12
3_26_01,2019,13-11-19,2019-11-13,radish,123.51
3_26_01,2019,13-11-19,2019-11-13,weeds,37.19
3_26_02,2019,13-11-19,2019-11-13,grass_cl,85.3
3_26_02,2019,13-11-19,2019-11-13,weeds,40.37
3_26_03,2019,13-11-19,2019-11-13,weeds,68.01
3_26_05,2019,13-11-19,2019-11-13,grass_cl,6.79
3_26_05,2019,13-11-19,2019-11-13,weeds,80.16
3_26_06,2019,13-11-19,2019-11-13,radish,22.4
3_26_06,2019,13-11-19,2019-11-13,weeds,115.44
3_27_01,2019,13-11-19,2019-11-13,radish,84.75
3_27_01,2019,13-11-19,2019-11-13,weeds,71.1
3_27_02,2019,13-11-19,2019-11-13,grass_cl,85.78
3_27_02,2019,13-11-19,2019-11-13,weeds,31.07
3_27_03,2019,13-11-19,2019-11-13,weeds,69.89
3_27_05,2019,13-11-19,2019-11-13,grass_cl,198.89
3_27_05,2019,13-11-19,2019-11-13,weeds,101.14
3_27_06,2019,13-11-19,2019-11-13,radish,22.35
3_27_06,2019,13-11-19,2019-11-13,weeds,79.39
3_28_01,2019,13-11-19,2019-11-13,radish,63.41
3_28_01,2019,13-11-19,2019-11-13,weeds,38.83
3_28_02,2019,13-11-19,2019-11-13,grass_cl,65.61
3_28_02,2019,13-11-19,2019-11-13,weeds,27.84
3_28_03,2019,13-11-19,2019-11-13,weeds,60.08
3_28_05,2019,13-11-19,2019-11-13,grass_cl,5.94
3_28_05,2019,13-11-19,2019-11-13,weeds,56.96
3_28_06,2019,13-11-19,2019-11-13,radish,26.07
3_28_06,2019,13-11-19,2019-11-13,weeds,92.27
3_41_01,2019,13-11-19,2019-11-13,weeds,52.59
3_41_02,2019,13-11-19,2019-11-13,grass_cl,33.1
3_41_02,2019,13-11-19,2019-11-13,weeds,46.37
3_41_03,2019,13-11-19,2019-11-13,radish,50.01
3_41_03,2019,13-11-19,2019-11-13,weeds,17.99
3_41_04,2019,13-11-19,2019-11-13,radish,13.7
3_41_04,2019,13-11-19,2019-11-13,weeds,46.04
3_41_05,2019,13-11-19,2019-11-13,grass_cl,3.66
3_41_05,2019,13-11-19,2019-11-13,weeds,76.46
3_43_01,2019,13-11-19,2019-11-13,weeds,63.7
3_43_02,2019,13-11-19,2019-11-13,grass_cl,68.99
3_43_02,2019,13-11-19,2019-11-13,weeds,36.9
3_43_03,2019,13-11-19,2019-11-13,radish,60.55
3_43_03,2019,13-11-19,2019-11-13,weeds,37.96
3_43_04,2019,13-11-19,2019-11-13,radish,10.92
3_43_04,2019,13-11-19,2019-11-13,weeds,97.15
3_43_05,2019,13-11-19,2019-11-13,grass_cl,8.81
3_43_05,2019,13-11-19,2019-11-13,weeds,82.53
3_44_01,2019,13-11-19,2019-11-13,weeds,51.91
3_44_02,2019,13-11-19,2019-11-13,grass_cl,56.15
3_44_02,2019,13-11-19,2019-11-13,weeds,55.35
3_44_03,2019,13-11-19,2019-11-13,radish,30.25
3_44_03,2019,13-11-19,2019-11-13,weeds,48.62
3_44_04,2019,13-11-19,2019-11-13,radish,13.05
3_44_04,2019,13-11-19,2019-11-13,weeds,52.2
3_44_05,2019,13-11-19,2019-11-13,grass_cl,2.75
3_44_05,2019,13-11-19,2019-11-13,weeds,61.96
3_46_02,2019,13-11-19,2019-11-13,grass_cl,71.25
3_46_02,2019,13-11-19,2019-11-13,weeds,52.58
3_46_03,2019,13-11-19,2019-11-13,radish,84.9
3_46_03,2019,13-11-19,2019-11-13,weeds,63.3
3_46_04,2019,13-11-19,2019-11-13,radish,12.11
3_46_04,2019,13-11-19,2019-11-13,weeds,74.75
3_46_05,2019,13-11-19,2019-11-13,grass_cl,12.91
3_46_05,2019,13-11-19,2019-11-13,weeds,101.41
3_46_06,2019,13-11-19,2019-11-13,weeds,48.77
3_47_02,2019,13-11-19,2019-11-13,grass_cl,72.1
3_47_02,2019,13-11-19,2019-11-13,weeds,46.96
3_47_03,2019,13-11-19,2019-11-13,radish,66.93
3_47_03,2019,13-11-19,2019-11-13,weeds,80.36
3_47_04,2019,13-11-19,2019-11-13,radish,15.45
3_47_04,2019,13-11-19,2019-11-13,weeds,74.31
3_47_05,2019,13-11-19,2019-11-13,grass_cl,5.6
3_47_05,2019,13-11-19,2019-11-13,weeds,82.57
3_47_06,2019,13-11-19,2019-11-13,weeds,87.51
3_48_02,2019,13-11-19,2019-11-13,grass_cl,91.96
3_48_02,2019,13-11-19,2019-11-13,weeds,47.31
3_48_03,2019,13-11-19,2019-11-13,radish,57.57
3_48_03,2019,13-11-19,2019-11-13,weeds,52.7
3_48_04,2019,13-11-19,2019-11-13,radish,8.91
3_48_04,2019,13-11-19,2019-11-13,weeds,42.9
3_48_05,2019,13-11-19,2019-11-13,grass_cl,13.05
3_48_05,2019,13-11-19,2019-11-13,weeds,63.79
3_48_06,2019,13-11-19,2019-11-13,weeds,59.1
3_49_01,2019,13-11-19,2019-11-13,radish,67.16
3_49_01,2019,13-11-19,2019-11-13,weeds,38.69
3_49_02,2019,13-11-19,2019-11-13,grass_cl,45.93
3_49_02,2019,13-11-19,2019-11-13,weeds,50.02
3_49_03,2019,13-11-19,2019-11-13,weeds,45.01
3_49_05,2019,13-11-19,2019-11-13,grass_cl,7.36
3_49_05,2019,13-11-19,2019-11-13,weeds,72.31
3_49_06,2019,13-11-19,2019-11-13,radish,21.08
3_49_06,2019,13-11-19,2019-11-13,weeds,47.45
3_51_01,2019,13-11-19,2019-11-13,radish,55.34
3_51_01,2019,13-11-19,2019-11-13,weeds,50.5
3_51_02,2019,13-11-19,2019-11-13,grass_cl,72.31
3_51_02,2019,13-11-19,2019-11-13,weeds,31.75
3_51_03,2019,13-11-19,2019-11-13,weeds,52.09
3_51_05,2019,13-11-19,2019-11-13,grass_cl,3.55
3_51_05,2019,13-11-19,2019-11-13,weeds,53.17
3_51_06,2019,13-11-19,2019-11-13,radish,34.35
3_51_06,2019,13-11-19,2019-11-13,weeds,65.9
3_52_01,2019,13-11-19,2019-11-13,radish,65.83
3_52_01,2019,13-11-19,2019-11-13,weeds,42.3
3_52_02,2019,13-11-19,2019-11-13,grass_cl,67.3
3_52_02,2019,13-11-19,2019-11-13,weeds,41.74
3_52_03,2019,13-11-19,2019-11-13,weeds,50.85
3_52_05,2019,13-11-19,2019-11-13,grass_cl,19.55
3_52_05,2019,13-11-19,2019-11-13,weeds,84.42
3_52_06,2019,13-11-19,2019-11-13,radish,31.28
3_52_06,2019,13-11-19,2019-11-13,weeds,70.45
3_53_01,2019,13-11-19,2019-11-13,radish,100.1
3_53_01,2019,13-11-19,2019-11-13,weeds,51.1
3_53_02,2019,13-11-19,2019-11-13,grass_cl,4.43
3_53_02,2019,13-11-19,2019-11-13,weeds,52.75
3_53_04,2019,13-11-19,2019-11-13,weeds,52.87
3_53_05,2019,13-11-19,2019-11-13,grass_cl,18.2
3_53_05,2019,13-11-19,2019-11-13,weeds,61.11
3_53_06,2019,13-11-19,2019-11-13,radish,23.97
3_53_06,2019,13-11-19,2019-11-13,weeds,89.43
3_54_01,2019,13-11-19,2019-11-13,radish,30.09
3_54_01,2019,13-11-19,2019-11-13,weeds,60.05
3_54_02,2019,13-11-19,2019-11-13,grass_cl,60.45
3_54_02,2019,13-11-19,2019-11-13,weeds,22.22
3_54_04,2019,13-11-19,2019-11-13,weeds,49.19
3_54_05,2019,13-11-19,2019-11-13,grass_cl,29.37
3_54_05,2019,13-11-19,2019-11-13,weeds,35.05
3_54_06,2019,13-11-19,2019-11-13,radish,21.87
3_54_06,2019,13-11-19,2019-11-13,weeds,59.24
3_55_01,2019,13-11-19,2019-11-13,radish,73.21
3_55_01,2019,13-11-19,2019-11-13,weeds,67.86
3_55_02,2019,13-11-19,2019-11-13,grass_cl,44.92
3_55_02,2019,13-11-19,2019-11-13,weeds,39.7
3_55_04,2019,13-11-19,2019-11-13,weeds,64.4
3_55_05,2019,13-11-19,2019-11-13,grass_cl,11.64
3_55_05,2019,13-11-19,2019-11-13,weeds,47.73
3_55_06,2019,13-11-19,2019-11-13,radish,19.23
3_55_06,2019,13-11-19,2019-11-13,weeds,40.16
3_05_02,2018,15-11-18,2018-11-15,grass_cl,5.82
3_05_02,2018,15-11-18,2018-11-15,volunteer,135.89
3_05_02,2018,15-11-18,2018-11-15,weeds,14.37
3_05_03,2018,15-11-18,2018-11-15,radish,116.45
3_05_03,2018,15-11-18,2018-11-15,volunteer,108.84
3_05_03,2018,15-11-18,2018-11-15,weeds,0.03
3_05_04,2018,15-11-18,2018-11-15,radish,26.92
3_05_04,2018,15-11-18,2018-11-15,volunteer,157.34
3_05_04,2018,15-11-18,2018-11-15,weeds,0.02
3_05_05,2018,15-11-18,2018-11-15,grass_cl,1.53
3_05_05,2018,15-11-18,2018-11-15,volunteer,170.43
3_05_05,2018,15-11-18,2018-11-15,weeds,0.71
3_05_06,2018,15-11-18,2018-11-15,volunteer,278.48
3_05_06,2018,15-11-18,2018-11-15,weeds,1.15
3_06_02,2018,15-11-18,2018-11-15,grass_cl,10.59
3_06_02,2018,15-11-18,2018-11-15,volunteer,162.03
3_06_02,2018,15-11-18,2018-11-15,weeds,17.91
3_06_03,2018,15-11-18,2018-11-15,radish,131.92
3_06_03,2018,15-11-18,2018-11-15,volunteer,54.29
3_06_03,2018,15-11-18,2018-11-15,weeds,0
3_06_04,2018,15-11-18,2018-11-15,radish,30.5
3_06_04,2018,15-11-18,2018-11-15,volunteer,83.15
3_06_04,2018,15-11-18,2018-11-15,weeds,NA
3_06_05,2018,15-11-18,2018-11-15,grass_cl,2.01
3_06_05,2018,15-11-18,2018-11-15,volunteer,212.68
3_06_05,2018,15-11-18,2018-11-15,weeds,0.06
3_06_06,2018,15-11-18,2018-11-15,volunteer,138.87
3_06_06,2018,15-11-18,2018-11-15,weeds,0.28
3_08_02,2018,15-11-18,2018-11-15,grass_cl,48.02
3_08_02,2018,15-11-18,2018-11-15,volunteer,152.18
3_08_02,2018,15-11-18,2018-11-15,weeds,5.43
3_08_03,2018,15-11-18,2018-11-15,radish,211.29
3_08_03,2018,15-11-18,2018-11-15,volunteer,107.77
3_08_03,2018,15-11-18,2018-11-15,weeds,0.02
3_08_04,2018,15-11-18,2018-11-15,radish,76.08
3_08_04,2018,15-11-18,2018-11-15,volunteer,167.58
3_08_04,2018,15-11-18,2018-11-15,weeds,0
3_08_05,2018,15-11-18,2018-11-15,grass_cl,0.28
3_08_05,2018,15-11-18,2018-11-15,volunteer,226.92
3_08_05,2018,15-11-18,2018-11-15,weeds,1.23
3_08_06,2018,15-11-18,2018-11-15,volunteer,280.14
3_08_06,2018,15-11-18,2018-11-15,weeds,5.7
3_14_02,2018,15-11-18,2018-11-15,grass_cl,16.45
3_14_02,2018,15-11-18,2018-11-15,volunteer,51.78
3_14_02,2018,15-11-18,2018-11-15,weeds,5.95
3_14_03,2018,15-11-18,2018-11-15,radish,120.46
3_14_03,2018,15-11-18,2018-11-15,volunteer,58.61
3_14_03,2018,15-11-18,2018-11-15,weeds,0
3_14_04,2018,15-11-18,2018-11-15,radish,45.66
3_14_04,2018,15-11-18,2018-11-15,volunteer,117.61
3_14_04,2018,15-11-18,2018-11-15,weeds,0.22
3_14_05,2018,15-11-18,2018-11-15,grass_cl,0.28
3_14_05,2018,15-11-18,2018-11-15,volunteer,187.79
3_14_05,2018,15-11-18,2018-11-15,weeds,0.49
3_14_06,2018,15-11-18,2018-11-15,volunteer,162.43
3_14_06,2018,15-11-18,2018-11-15,weeds,7.74
3_15_02,2018,15-11-18,2018-11-15,grass_cl,25.78
3_15_02,2018,15-11-18,2018-11-15,volunteer,172.46
3_15_02,2018,15-11-18,2018-11-15,weeds,11.59
3_15_03,2018,15-11-18,2018-11-15,radish,163.11
3_15_03,2018,15-11-18,2018-11-15,volunteer,103.42
